,highest_offense_description,year,count
1820,INJURY TO CHILD,2009,68
1821,INJURY TO CHILD (CARE/CUSTODY),2009,96
1822,INJURY TO ELDERLY PERSON,2009,18
1823,INTER EMERG PHONECALL FAM/DATE,2009,21
1824,INTERFERE W PO SERVICE ANIMALS,2009,3
1825,INTERFERENCE PUBLIC DUTIES,2009,9
1826,INTERFERING W/EMERG PHONE CALL,2009,9
1827,INVASIVE VISUAL RECORDING,2009,9
1828,KEEPING GAMBLING PLACE,2009,1
1829,KIDNAPPING,2009,15
1830,LIQUOR LAW VIOLATION/OTHER,2009,62
1831,LITTERING,2009,71
1832,MAKING TOBACCO AVAIL TO MINOR,2009,11
1833,MANF CONTROLLED SUB - OTHER,2009,7
1834,MANF CONTROLLED SUB- SYN NARC,2009,1
1835,MANSLAUGHTER,2009,1
1836,MISAPPLY FIDUCIARY PROP,2009,3
1837,MONEY LAUNDERING,2009,1
1838,MURDER,2009,8
1839,NUISANCE ABATEMENT,2009,11
1840,OBSCENE DISPLAY - DISTRIBUTION,2009,1
1841,OBTAIN CONTROLLED SUB BY FRAUD,2009,20
1842,OFFICIAL OPPRESSION,2009,1
1843,PAROLE VIOL,2009,16
1844,PERJURY,2009,1
1845,PIGEON DROP,2009,3
1846,POCKET PICKING,2009,1
1847,POSS CONTROLLED SUB/NARCOTIC,2009,847
1848,POSS CONTROLLED SUB/OTHER,2009,48
1849,POSS CONTROLLED SUB/SYN NARC,2009,35
1850,POSS CRIMINAL INSTRUMENT,2009,1
1851,POSS DANG DRUG,2009,72
1852,POSS OF ALCOHOL - AGE 17 TO 20,2009,76
1853,POSS OF ALCOHOL-AGE 16 & UNDER,2009,6
1854,POSS OF DRUG PARAPHERNALIA,2009,1089
1855,POSS OF FIREARM BY FELON,2009,39
1856,POSS OF PROHIBITED WEAPON,2009,36
1857,POSS/PROMO CHILD PORNOGRAPHY,2009,20
1858,POSSESSION OF MARIJUANA,2009,1237
1859,PROBATION VIOL,2009,16
1860,PROMOTION OF PROSTITUTION,2009,4
1861,PROSTITUTION,2009,177
1862,PROTECTIVE ORDER,2009,215
1863,PROWLER,2009,40
1864,PUBLIC INTOXICATION,2009,1990
1865,PUBLIC LEWDNESS,2009,8
1866,PURSE SNATCHING,2009,2
1867,RAPE,2009,175
1868,RAPE OF A CHILD,2009,14
1869,RECKLESS CONDUCT,2009,2
1870,RECKLESS DAMAGE,2009,15
1871,RESISTING ARREST OR SEARCH,2009,35
1872,RETALIATION,2009,22
1873,ROBBERY BY ASSAULT,2009,188
1874,ROBBERY BY THREAT,2009,39
1875,RUNAWAY CHILD,2009,1228
1876,SECURING EXEC-DOC BY DECEPTION,2009,2
1877,SERIOUS INJURY TO A CHILD,2009,5
1878,SEXUAL ASSAULT OF CHILD/OBJECT,2009,237
1879,SEXUAL ASSAULT W/ OBJECT,2009,77
1880,SEXUAL PERFORMANCE BY CHILD,2009,1
1881,SIT AND LIE ORDINANCE VIOL,2009,137
1882,SMUGGLING ILLEGAL ALIEN,2009,1
1883,STALKING,2009,48
1884,STATUTORY RAPE OF CHILD,2009,6
1885,SUSPICIOUS PERSON,2009,808
1886,TAKE WEAPON FRM POLICE OFFICER,2009,1
1887,TAMPERING WITH CONSUMER PROD,2009,2
1888,TAMPERING WITH EVIDENCE,2009,14
1889,TAMPERING WITH GOV RECORD,2009,9
1890,TAMPERING WITH ID NUMBER,2009,1
1891,TELECOMMUNICATION CRIMES/OTHER,2009,2
1892,TERRORISTIC THREAT,2009,558
1893,TERRORISTIC THREAT-FAM/DAT VIO,2009,162
1894,THEFT,2009,5614
1895,THEFT BY CHECK,2009,44
1896,THEFT BY EMBEZZLEMENT,2009,9
1897,THEFT BY FALSE PRETEXT/BUNCO,2009,4
1898,THEFT BY SHOPLIFTING,2009,105
1899,THEFT FROM AUTO,2009,317
1900,THEFT FROM BUILDING,2009,24
1901,THEFT FROM PERSON,2009,137
1902,THEFT OF AUTO PARTS,2009,123
1903,THEFT OF BICYCLE,2009,584
1904,THEFT OF HEAVY EQUIPMENT,2009,6
1905,THEFT OF LICENSE PLATE,2009,166
1906,THEFT OF METAL,2009,95
1907,THEFT OF SERVICE,2009,354
1908,THEFT OF TELECOMMUNICATION SRV,2009,5
1909,THEFT OF TRAILER,2009,62
1910,THEFT- APPROPRIATE STOLEN PROP,2009,5
1911,THEFT/TILL TAPPING,2009,4
1912,TOBACCO VIOL - AGE 17,2009,9
1913,TOBACCO VIOL - UNDER AGE 17,2009,28
1914,TRAFFICKING OF PERSONS,2009,6
1915,TRUANCY,2009,4
1916,UNLAWFUL CARRYING WEAPON,2009,77
1917,UNLAWFUL RESTRAINT,2009,7
1918,UNLAWFUL RESTRAINT FAM/DAT VIO,2009,9
1919,URINATING IN PUBLIC PLACE,2009,149
1920,VIOL CITY ORDINANCE -  GAME RM,2009,2
1921,VIOL CITY ORDINANCE - CURFEW,2009,194
1922,VIOL CITY ORDINANCE - DOG,2009,91
1923,VIOL CITY ORDINANCE - OTHER,2009,561
1924,VIOL CITY ORDINANCE - SMOKING,2009,1
1925,VIOL CITY ORDINANCE - SOUND,2009,4
1926,VIOL CITY ORDINANCE - TAXI,2009,1
1927,VIOL CITY ORDINANCE - TITLE 10,2009,1
1928,VIOL CITY ORDINANCE - WRECKER,2009,109
1929,VIOL CITY ORDINANCE -FIREWORK,2009,5
1930,VIOL GLASS CONTAINER,2009,13
1931,VIOL OF BOND CONDITIONS,2009,7
1932,VIOL OF COURT ORDER-NON EPO-PO,2009,347
1933,VIOL OF EMERG PROTECTIVE ORDER,2009,99
1934,VIOL OF PARK CURFEW,2009,113
1935,VIOL OF PROTECTIVE ORDER,2009,148
1936,VIOL STATE LAW - OTHER,2009,274
1937,VIOL TEMP EX PARTE  ORDER,2009,8
1938,VOCO - ALCOHOL  CONSUMPTION,2009,276
1939,VOCO AMPLIFIED MUSIC/VEHICLE,2009,224
1940,VOCO SOLICITATION PROHIBIT,2009,440
1941,WARRANT ARREST NON TRAFFIC,2009,1113
1942,WEAPON VIOL - OTHER,2009,11
1943,AGG ASLT ENHANC STRANGL/SUFFOC,2010,37
1944,AGG ASLT STRANGLE/SUFFOCATE,2010,200
1945,AGG ASLT W/MOTOR VEH FAM/DAT V,2010,26
1946,AGG ASSAULT,2010,343
1947,AGG ASSAULT FAM/DATE VIOLENCE,2010,260
1948,AGG ASSAULT ON PUBLIC SERVANT,2010,6
1949,AGG ASSAULT WITH MOTOR VEH,2010,40
1950,AGG FORCED SODOMY,2010,2
1951,AGG FORCED SODOMY OF CHILD,2010,3
1952,AGG KIDNAPPING,2010,2
1953,AGG PERJURY,2010,1
1954,AGG PROMOTION OF PROSTITUTION,2010,1
1955,AGG RAPE,2010,11
1956,AGG RAPE OF A CHILD,2010,9
1957,AGG ROBBERY BY ASSAULT,2010,10
1958,AGG ROBBERY/DEADLY WEAPON,2010,270
1959,AGG SEXUAL ASSAULT CHILD/OBJEC,2010,106
1960,AGG SEXUAL ASSAULT W OBJECT,2010,5
1961,AGG SODOMY,2010,1
1962,AIRPORT - FEDERAL VIOL,2010,3
1963,AIRPORT PLACES WEAPON PROHIBIT,2010,3
1964,APPLIC TO REVOKE PROBATION,2010,138
1965,ARSON,2010,44
1966,ASSAULT BY CONTACT,2010,496
1967,ASSAULT BY CONTACT FAM/DATING,2010,277
1968,ASSAULT BY THREAT,2010,405
1969,ASSAULT BY THREAT FAM/DATING,2010,70
1970,ASSAULT ON PUBLIC SERVANT,2010,34
1971,ASSAULT W/INJURY-FAM/DATE VIOL,2010,2563
1972,ASSAULT WITH INJURY,2010,1078
1973,AUTO THEFT,2010,932
1974,BAIL JUMPING/FAIL TO APPEAR,2010,2
1975,BANK KITING,2010,2
1976,BOMB THREAT,2010,9
1977,BREACH OF COMPUTER SECURITY,2010,50
1978,BURG OF RES - FAM/DATING ASLT,2010,29
1979,BURGLARY NON RESIDENCE,2010,1096
1980,BURGLARY OF COIN-OP MACHINE,2010,42
1981,BURGLARY OF RESIDENCE,2010,3903
1982,BURGLARY OF VEHICLE,2010,6696
1983,BWI-EXPIRED USE 2110,2010,1
1984,CAMPING IN PARK,2010,122
1985,CAPITAL MURDER,2010,2
1986,CHILD CUSTODY INTERFERE,2010,39
1987,CHILD ENDANGERMENT- ABANDONMEN,2010,168
1988,CIVIL DISTURBANCE/DEMO,2010,27
1989,COMPELLING PROSTITUTION,2010,3
1990,CONT SEX ABUSE OF CHILD,2010,1
1991,COUNTERFEITING,2010,123
1992,CRASH/FAIL STOP AND RENDER AID,2010,92
1993,CRASH/INTOXICATION ASSAULT,2010,11
1994,CRED CARD ABUSE - EXPIR-CANCEL,2010,1
1995,CRED CARD ABUSE - OTHER,2010,454
1996,CRED CARD ABUSE BY FORGERY,2010,245
1997,CRIMINAL MISCHIEF,2010,3955
1998,CRIMINAL MISCHIEF BY ARSON,2010,18
1999,CRIMINAL NONSUPPORT,2010,3
2000,CRIMINAL SOLICITATION OF MINOR,2010,6
2001,CRIMINAL TRESPASS,2010,1246
2002,CRIMINAL TRESPASS/HOTEL,2010,49
2003,CRIMINAL TRESPASS/TRANSIENT,2010,441
2004,CRUELTY TO ANIMALS,2010,123
2005,CUSTODY ARREST TRAFFIC WARR,2010,1933
2006,DAMAGE CITY PROP,2010,139
2007,DANG DRUG VIOL - OTHER,2010,1
2008,DATING DISTURBANCE,2010,298
2009,DEADLY CONDUCT,2010,44
2010,DEBIT CARD ABUSE,2010,586
2011,DEL CONTROLLED SUB/NARCOTIC,2010,247
2012,DEL CONTROLLED SUB/OTHER,2010,6
2013,DEL CONTROLLED SUB/SYN NARC,2010,6
2014,DEL MARIJUANA,2010,7
2015,DEL OF ALCOHOL TO MINOR,2010,3
2016,DEPENDENT AND NEGLECTED CHILD,2010,2
2017,DESERTION,2010,1
2018,DISPOSAL OF SOLID WASTE,2010,2
2019,DISRUPTIVE ACTS AT SCHOOLS,2010,1
2020,DISTRIB HARMFUL MATERIAL MINOR,2010,2
2021,DISTURBANCE - OTHER,2010,1911
2022,DOC ABUSE OR THREAT,2010,4
2023,DOC ABUSIVE LANGUAGE,2010,27
2024,DOC DISCHARGE GUN - PUB PLACE,2010,9
2025,DOC DISCHARGE GUN - PUB ROAD,2010,3
2026,DOC DISPLAY GUN/DEADLY PUB PLC,2010,27
2027,DOC EXPOSURE,2010,29
2028,DOC FIGHTING,2010,56
2029,DOC OFFENSIVE GESTURE,2010,12
2030,DOC UNREASONABLE NOISE,2010,53
2031,DOC WINDOW PEEPING - HOTEL,2010,1
2032,DOC WINDOW PEEPING - PUB AREA,2010,3
2033,DOC WINDOW PEEPING-RESIDENCE,2010,31
2034,DRIVING WHILE INTOX / FELONY,2010,139
2035,DUI - AGE 16 AND UNDER,2010,1
2036,DUI - AGE 17 TO 20,2010,28
2037,DUMPING REFUSE NEAR HIGHWAY,2010,7
2038,DWI,2010,2056
2039,DWI - CHILD PASSENGER,2010,32
2040,DWI - DRUG RECOGNITION EXPERT,2010,6
2041,DWI 2ND,2010,243
2042,ENTICING A CHILD,2010,5
2043,ESCAPE FROM CUSTODY,2010,3
2044,EVADING / FOOT,2010,90
2045,EVADING / VEHICLE PURSUIT,2010,21
2046,EVADING VEHICLE,2010,40
2047,EXPIRED-EVADING ARREST,2010,1
2048,EXPLOSIVE ORDNANCE DISPOSAL,2010,37
2049,FAILURE TO IDENTIFY,2010,201
2050,FAILURE TO REG AS SEX OFFENDER,2010,23
2051,FALSE ALARM OR REPORT,2010,44
2052,FALSE REPORT TO PEACE OFFICER,2010,24
2053,FALSE STATEMENT -OBTAIN CREDIT,2010,15
2054,FAMILY DISTURBANCE,2010,5142
2055,FAMILY DISTURBANCE/PARENTAL,2010,388
2056,FEDERAL VIOL/OTHER,2010,26
2057,FELONY ENHANCEMENT/ASSLT W/INJ,2010,249
2058,FORCED SODOMY,2010,31
2059,FORCED SODOMY OF CHILD,2010,1
2060,FORGERY - OTHER,2010,71
2061,FORGERY AND PASSING,2010,331
2062,FORGERY BY ALTERATION,2010,13
2063,FORGERY BY MAKING,2010,82
2064,FORGERY OF IDENTIFICATION,2010,10
2065,FORGERY- CERTIFICATE OF TITLE,2010,3
2066,FRAUD - OTHER,2010,368
2067,GAMBLING,2010,27
2068,GAMBLING PROMOTION,2010,2
2069,GRAFFITI,2010,421
2070,HARASSMENT,2010,2626
2071,HARASSMENT OF A PUBLIC SERVANT,2010,5
2072,HARASSMENT ONLINE,2010,114
2073,HARBORING RUNAWAY CHILD,2010,10
2074,HAZING,2010,1
2075,HINDER SECURED CREDITORS,2010,25
2076,HINDERING APPREHENSION,2010,3
2077,IDENTITY THEFT,2010,683
2078,ILLEGAL LABELLING OF RECORDING,2010,2
2079,ILLUMIN AIRCRAFT INTENSE LIGHT,2010,4
2080,IMMIGRATION HOLD/ARREST,2010,8
2081,IMPERSONATING PUBLIC SERVANT,2010,19
2082,INCEST-PROHIBITED SEX CONDUCT,2010,1
2083,INDECENCY WITH A CHILD/CONTACT,2010,221
2084,INDECENCY WITH CHILD/EXPOSURE,2010,19
2085,INDECENT EXPOSURE,2010,83
2086,INHALANT ABUSE,2010,3
2087,INJ TO DISABLED  FAM/DATE VIOL,2010,7
2088,INJ TO ELDERLY   FAM/DATE VIOL,2010,20
2089,INJ/CHILD FV (NO CARE/CUSTODY),2010,7
2090,INJURY DISABLED INDIVIDUAL,2010,6
2091,INJURY TO CHILD,2010,67
2092,INJURY TO CHILD (CARE/CUSTODY),2010,61
2093,INJURY TO ELDERLY PERSON,2010,5
2094,INTER EMERG PHONECALL FAM/DATE,2010,21
2095,INTERFERE W PO SERVICE ANIMALS,2010,1
2096,INTERFERENCE PUBLIC DUTIES,2010,11
2097,INTERFERING W/EMERG PHONE CALL,2010,8
2098,INVASIVE VISUAL RECORDING,2010,8
2099,ISSUANCE OF BAD CHECK,2010,1
2100,KIDNAPPING,2010,9
2101,LIQUOR LAW VIOLATION/OTHER,2010,63
2102,LITTERING,2010,64
2103,MAKING TOBACCO AVAIL TO MINOR,2010,4
2104,MANF CONTROLLED SUB - OTHER,2010,7
2105,MANF CONTROLLED SUB- SYN NARC,2010,1
2106,MANSLAUGHTER,2010,3
2107,MISAPPLY FIDUCIARY PROP,2010,1
2108,MURDER,2010,13
2109,NUISANCE ABATEMENT,2010,26
2110,OBSCENE DISPLAY - DISTRIBUTION,2010,1
2111,OBSCENITY,2010,1
2112,OBTAIN CONTROLLED SUB BY FRAUD,2010,29
2113,OBTAIN DANG DRUG BY FRAUD,2010,2
2114,OFFICIAL OPPRESSION,2010,2
2115,PAROLE VIOL,2010,37
2116,PIGEON DROP,2010,5
2117,POCKET PICKING,2010,1
2118,POSS CONTROLLED SUB/NARCOTIC,2010,777
2119,POSS CONTROLLED SUB/OTHER,2010,54
2120,POSS CONTROLLED SUB/SYN NARC,2010,28
2121,POSS CRIMINAL INSTRUMENT,2010,3
2122,POSS DANG DRUG,2010,52
2123,POSS OF ALCOHOL - AGE 17 TO 20,2010,71
2124,POSS OF ALCOHOL-AGE 16 & UNDER,2010,8
2125,POSS OF DRUG PARAPHERNALIA,2010,742
2126,POSS OF FIREARM BY FELON,2010,26
2127,POSS OF PROHIBITED WEAPON,2010,38
2128,POSS/PROMO CHILD PORNOGRAPHY,2010,14
2129,POSSESSION OF MARIJUANA,2010,1458
2130,PROBATION VIOL,2010,11
2131,PROMOTION OF PROSTITUTION,2010,2
2132,PROSTITUTION,2010,147
2133,PROTECTIVE ORDER,2010,248
2134,PROWLER,2010,17
2135,PUBLIC INTOXICATION,2010,1951
2136,PUBLIC LEWDNESS,2010,14
2137,PURSE SNATCHING,2010,1
2138,RAPE,2010,173
2139,RAPE OF A CHILD,2010,7
2140,RECKLESS CONDUCT,2010,3
2141,RECKLESS DAMAGE,2010,73
2142,RESISTING ARREST OR SEARCH,2010,30
2143,RETALIATION,2010,23
2144,ROBBERY BY ASSAULT,2010,153
2145,ROBBERY BY THREAT,2010,43
2146,RUNAWAY CHILD,2010,1109
2147,SALE OR PURCHASE OF CHILD,2010,1
2148,SECURING EXEC-DOC BY DECEPTION,2010,2
2149,SERIOUS INJURY TO A CHILD,2010,2
2150,SEXUAL ASSAULT OF CHILD/OBJECT,2010,118
2151,SEXUAL ASSAULT W/ OBJECT,2010,108
2152,SEXUAL PERFORMANCE BY CHILD,2010,1
2153,SIT AND LIE ORDINANCE VIOL,2010,38
2154,SMUGGLING ILLEGAL ALIEN,2010,2
2155,STALKING,2010,61
2156,STATUTORY RAPE OF CHILD,2010,1
2157,SUSPICIOUS PERSON,2010,779
2158,TAKE WEAPON FRM POLICE OFFICER,2010,2
2159,TAMPERING WITH CONSUMER PROD,2010,3
2160,TAMPERING WITH EVIDENCE,2010,19
2161,TAMPERING WITH GOV RECORD,2010,7
2162,TELECOMMUNICATION CRIMES/OTHER,2010,4
2163,TERRORISTIC THREAT,2010,501
2164,TERRORISTIC THREAT-FAM/DAT VIO,2010,153
2165,THEFT,2010,5608
2166,THEFT BY CHECK,2010,38
2167,THEFT BY EMBEZZLEMENT,2010,9
2168,THEFT BY EXTORTION,2010,2
2169,THEFT BY FALSE PRETEXT/BUNCO,2010,4
2170,THEFT BY PUBLIC SERVANT,2010,2
2171,THEFT BY SHOPLIFTING,2010,305
2172,THEFT CATALYTIC CONVERTER,2010,1
2173,THEFT FROM AUTO,2010,287
2174,THEFT FROM BUILDING,2010,18
2175,THEFT FROM PERSON,2010,101
2176,THEFT OF AUTO PARTS,2010,149
2177,THEFT OF BICYCLE,2010,624
2178,THEFT OF HEAVY EQUIPMENT,2010,12
2179,THEFT OF LICENSE PLATE,2010,182
2180,THEFT OF METAL,2010,252
2181,THEFT OF SERVICE,2010,411
2182,THEFT OF TELECOMMUNICATION SRV,2010,7
2183,THEFT OF TRAILER,2010,98
2184,THEFT- APPROPRIATE STOLEN PROP,2010,5
2185,THEFT/TILL TAPPING,2010,1
2186,TOBACCO VIOL - AGE 17,2010,10
2187,TOBACCO VIOL - UNDER AGE 17,2010,13
2188,TRAFFICKING OF PERSONS,2010,7
2189,TRUANCY,2010,1
2190,UCW LICENSE PREMISE,2010,2
2191,UNLAWFUL CARRY-LIC HOLDER,2010,3
2192,UNLAWFUL CARRYING WEAPON,2010,59
2193,UNLAWFUL INTERCEPTION,2010,1
2194,UNLAWFUL RESTRAINT,2010,10
2195,UNLAWFUL RESTRAINT FAM/DAT VIO,2010,3
2196,URINATING IN PUBLIC PLACE,2010,67
2197,VIOL CITY ORDINANCE -  GAME RM,2010,9
2198,VIOL CITY ORDINANCE - CURFEW,2010,131
2199,VIOL CITY ORDINANCE - DOG,2010,99
2200,VIOL CITY ORDINANCE - OTHER,2010,505
2201,VIOL CITY ORDINANCE - SOUND,2010,5
2202,VIOL CITY ORDINANCE - TITLE 10,2010,1
2203,VIOL CITY ORDINANCE - WRECKER,2010,93
2204,VIOL CITY ORDINANCE -FIREWORK,2010,4
2205,VIOL CIVIL RIGHTS PRISONER,2010,1
2206,VIOL GLASS CONTAINER,2010,8
2207,VIOL OF BOND CONDITIONS,2010,1
2208,VIOL OF COURT ORDER-NON EPO-PO,2010,397
2209,VIOL OF EMERG PROTECTIVE ORDER,2010,87
2210,VIOL OF PARK CURFEW,2010,39
2211,VIOL OF PROTECTIVE ORDER,2010,141
2212,VIOL STATE LAW - OTHER,2010,251
2213,VIOL STAY AWAY ORDER,2010,1
2214,VIOL TEMP EX PARTE  ORDER,2010,3
2215,VOCO - ALCOHOL  CONSUMPTION,2010,222
2216,VOCO AMPLIFIED MUSIC/VEHICLE,2010,165
2217,VOCO SOLICITATION PROHIBIT,2010,321
2218,WARRANT ARREST NON TRAFFIC,2010,1429
2219,WEAPON VIOL - OTHER,2010,11
2220,ABUSE OF OFFICIAL CAPACITY,2011,1
2221,AGG ASLT ENHANC STRANGL/SUFFOC,2011,56
2222,AGG ASLT STRANGLE/SUFFOCATE,2011,168
2223,AGG ASLT W/MOTOR VEH FAM/DAT V,2011,15
2224,AGG ASSAULT,2011,309
2225,AGG ASSAULT FAM/DATE VIOLENCE,2011,247
2226,AGG ASSAULT ON PUBLIC SERVANT,2011,9
2227,AGG ASSAULT WITH MOTOR VEH,2011,48
2228,AGG FORCED SODOMY,2011,2
2229,AGG KIDNAPPING,2011,1
2230,AGG RAPE,2011,17
2231,AGG RAPE OF A CHILD,2011,9
2232,AGG ROBBERY BY ASSAULT,2011,13
2233,AGG ROBBERY/DEADLY WEAPON,2011,210
2234,AGG SEXUAL ASSAULT CHILD/OBJEC,2011,111
2235,AGG SEXUAL ASSAULT W OBJECT,2011,4
2236,AIRPORT - FEDERAL VIOL,2011,6
2237,AIRPORT PLACES WEAPON PROHIBIT,2011,9
2238,APPLIC TO REVOKE PROBATION,2011,105
2239,ARSON,2011,60
2240,ARSON WITH BODILY INJURY,2011,1
2241,ASSAULT  CONTACT-SEXUAL NATURE,2011,2
2242,ASSAULT - SCHOOL PERSONNEL,2011,4
2243,ASSAULT BY CONTACT,2011,499
2244,ASSAULT BY CONTACT FAM/DATING,2011,324
2245,ASSAULT BY THREAT,2011,458
2246,ASSAULT BY THREAT FAM/DATING,2011,115
2247,ASSAULT ON PUBLIC SERVANT,2011,38
2248,ASSAULT W/INJURY-FAM/DATE VIOL,2011,2665
2249,ASSAULT WITH INJURY,2011,1151
2250,AUTO THEFT,2011,864
2251,BAIL JUMPING/FAIL TO APPEAR,2011,2
2252,BOMB THREAT,2011,1
2253,BREACH OF COMPUTER SECURITY,2011,58
2254,BURG OF RES - FAM/DATING ASLT,2011,22
2255,BURGLARY NON RESIDENCE,2011,894
2256,BURGLARY OF COIN-OP MACHINE,2011,39
2257,BURGLARY OF RESIDENCE,2011,3048
2258,BURGLARY OF VEHICLE,2011,5943
2259,CAMPING IN PARK,2011,124
2260,CAPITAL MURDER,2011,4
2261,CHILD CUSTODY INTERFERE,2011,97
2262,CHILD ENDANGERMENT- ABANDONMEN,2011,147
2263,CIVIL DISTURBANCE/DEMO,2011,43
2264,COMPELLING PROSTITUTION,2011,1
2265,CONT SEX ABUSE OF CHILD,2011,3
2266,CONTEMPT OF COURT,2011,1
2267,CONTROLLED SUB VIOL - OTHER,2011,1
2268,COUNTERFEITING,2011,72
2269,CRASH/FAIL STOP AND RENDER AID,2011,108
2270,CRASH/INTOXICATION ASSAULT,2011,6
2271,CRED CARD ABUSE - EXPIR-CANCEL,2011,3
2272,CRED CARD ABUSE - OTHER,2011,472
2273,CRED CARD ABUSE BY FORGERY,2011,202
2274,CRIMINAL CONSPIRACY,2011,1
2275,CRIMINAL MISCHIEF,2011,3552
2276,CRIMINAL MISCHIEF BY ARSON,2011,8
2277,CRIMINAL NONSUPPORT,2011,1
2278,CRIMINAL SOLICITATION OF MINOR,2011,4
2279,CRIMINAL TRESPASS,2011,639
2280,CRIMINAL TRESPASS/HOTEL,2011,36
2281,CRIMINAL TRESPASS/TRANSIENT,2011,344
2282,CRUELTY TO ANIMALS,2011,181
2283,CUSTODY ARREST TRAFFIC WARR,2011,1766
2284,DAMAGE CITY PROP,2011,119
2285,DATING DISTURBANCE,2011,338
2286,DEADLY CONDUCT,2011,49
2287,DEADLY CONDUCT FAM/DATE VIOL,2011,1
2288,DEBIT CARD ABUSE,2011,613
2289,DEL CONTROLLED SUB/NARCOTIC,2011,157
2290,DEL CONTROLLED SUB/OTHER,2011,2
2291,DEL CONTROLLED SUB/SYN NARC,2011,13
2292,DEL MARIJUANA,2011,10
2293,DEL OF ALCOHOL TO MINOR,2011,1
2294,DEPENDENT AND NEGLECTED CHILD,2011,4
2295,DESERTION,2011,1
2296,DISPOSAL OF SOLID WASTE,2011,1
2297,DISRUPTION OF CLASSES,2011,1
2298,DISRUPTIVE ACTS AT SCHOOLS,2011,1
2299,DISTRIB HARMFUL MATERIAL MINOR,2011,2
2300,DISTURBANCE - OTHER,2011,2049
2301,DOC ABUSE OR THREAT,2011,6
2302,DOC ABUSIVE LANGUAGE,2011,14
2303,DOC DISCHARGE GUN - PUB PLACE,2011,20
2304,DOC DISCHARGE GUN - PUB ROAD,2011,2
2305,DOC DISPLAY GUN/DEADLY PUB PLC,2011,21
2306,DOC EXPOSURE,2011,27
2307,DOC FIGHTING,2011,68
2308,DOC OFFENSIVE GESTURE,2011,9
2309,DOC UNREASONABLE NOISE,2011,56
2310,DOC WINDOW PEEPING - HOTEL,2011,2
2311,DOC WINDOW PEEPING-RESIDENCE,2011,38
2312,DRIVING WHILE INTOX / FELONY,2011,100
2313,DUI - AGE 16 AND UNDER,2011,4
2314,DUI - AGE 17 TO 20,2011,23
2315,DUMPING REFUSE NEAR HIGHWAY,2011,23
2316,DWI,2011,1593
2317,DWI  .15 BAC OR ABOVE,2011,85
2318,DWI - CHILD PASSENGER,2011,26
2319,DWI - DRUG RECOGNITION EXPERT,2011,7
2320,DWI 2ND,2011,235
2321,ENTICING A CHILD,2011,4
2322,EVADING / FOOT,2011,91
2323,EVADING / VEHICLE PURSUIT,2011,14
2324,EVADING VEHICLE,2011,51
2325,EXPLOSIVE ORDNANCE DISPOSAL,2011,29
2326,FAILURE TO IDENTIFY,2011,164
2327,FAILURE TO REG AS SEX OFFENDER,2011,29
2328,FALSE ALARM OR REPORT,2011,32
2329,FALSE REPORT TO PEACE OFFICER,2011,27
2330,FALSE STATEMENT -OBTAIN CREDIT,2011,12
2331,FAMILY DISTURBANCE,2011,5734
2332,FAMILY DISTURBANCE/PARENTAL,2011,495
2333,FEDERAL VIOL/OTHER,2011,19
2334,FELONY ENHANCEMENT/ASSLT W/INJ,2011,234
2335,FORCED SODOMY,2011,24
2336,FORGERY - OTHER,2011,69
2337,FORGERY AND PASSING,2011,250
2338,FORGERY BY ALTERATION,2011,18
2339,FORGERY BY MAKING,2011,83
2340,FORGERY OF IDENTIFICATION,2011,9
2341,FORGERY- CERTIFICATE OF TITLE,2011,1
2342,FRAUD - OTHER,2011,426
2343,GAMBLING,2011,19
2344,GAMBLING PROMOTION,2011,4
2345,GRAFFITI,2011,421
2346,HARASSMENT,2011,2569
2347,HARASSMENT OF A PUBLIC SERVANT,2011,8
2348,HARASSMENT ONLINE,2011,136
2349,HARBORING RUNAWAY CHILD,2011,5
2350,HINDER SECURED CREDITORS,2011,10
2351,HINDERING APPREHENSION,2011,10
2352,IDENTITY THEFT,2011,725
2353,ILLEGAL LABELLING OF RECORDING,2011,4
2354,ILLUMIN AIRCRAFT INTENSE LIGHT,2011,3
2355,IMMIGRATION HOLD/ARREST,2011,9
2356,IMPERSONATING PUBLIC SERVANT,2011,13
2357,INDECENCY WITH A CHILD/CONTACT,2011,179
2358,INDECENCY WITH CHILD/EXPOSURE,2011,18
2359,INDECENT EXPOSURE,2011,66
2360,INHALANT ABUSE,2011,6
2361,INJ TO DISABLED  FAM/DATE VIOL,2011,6
2362,INJ TO ELDERLY   FAM/DATE VIOL,2011,17
2363,INJ/CHILD FV (NO CARE/CUSTODY),2011,7
2364,INJURY DISABLED INDIVIDUAL,2011,43
2365,INJURY TO CHILD,2011,63
2366,INJURY TO CHILD (CARE/CUSTODY),2011,36
2367,INJURY TO ELDERLY PERSON,2011,18
2368,INTER EMERG PHONECALL FAM/DATE,2011,18
2369,INTERFERENCE PUBLIC DUTIES,2011,11
2370,INTERFERING W/EMERG PHONE CALL,2011,5
2371,INVASIVE VISUAL RECORDING,2011,14
2372,ISSUANCE OF BAD CHECK,2011,2
2373,KIDNAPPING,2011,12
2374,KIDNAPPING FAM VIO,2011,1
2375,LIQUOR LAW VIOLATION/OTHER,2011,46
2376,LITTERING,2011,83
2377,MANF CONTROLLED SUB - OTHER,2011,6
2378,MANF CONTROLLED SUB- SYN NARC,2011,2
2379,MISUSE OF OFFICIAL INFO,2011,1
2380,MONEY LAUNDERING,2011,1
2381,MURDER,2011,12
